Dates,byd_335,teja,lca_334,g_274,arrivals(tons),sales(tones),t_max_(o_c),t_min_(o_c),rainfall_(mm),area__('000_hectares),production('000_tonnes)
31-05-2023,145000,170000,144000,145000,12,3,32.6,18.5,0,12.6,81.8
01-06-2023,145000,170000,144000,145000,11,5,33.4,17.4,64,12.6,81.8
02-06-2023,145000,170000,144000,145000,12,5,32.5,18.7,0,12.6,81.8
03-06-2023,145000,170000,144000,145000,12,4,32.4,17.1,2,12.6,81.8
04-06-2023,123000,130000,130000,123000,7,3,29.5,16,67,12.6,81.8
05-06-2023,123000,130000,130000,123000,7,4,30.6,18.6,0,12.6,81.8
06-06-2023,123000,130000,130000,123000,9,5,30.4,19.9,9,12.6,81.8
07-06-2023,123000,130000,130000,123000,8,4,30.6,19.2,36.2,12.6,81.8
08-06-2023,123000,130000,130000,123000,9,5,30.7,19,0,12.6,81.8
09-06-2023,123000,130000,130000,123000,8,4,31.2,18.5,0,12.6,81.8
10-06-2023,123000,130000,130000,123000,8,4,30.8,17.7,0,12.6,81.8
11-06-2023,140000,140000,119119,140000,8,3,29.8,19.1,0,12.6,81.8
12-06-2023,140000,140000,119119,140000,6,3,29.2,16.7,0,12.6,81.8
13-06-2023,140000,140000,119119,140000,12,4,24.9,17.5,0,12.6,81.8
14-06-2023,140000,140000,119119,140000,5,3,30.1,19.9,0,12.6,81.8
15-06-2023,140000,140000,119119,140000,8,4,29.6,14.6,0,12.6,81.8
16-06-2023,140000,140000,119119,140000,11,7,29.7,16.4,0,12.6,81.8
17-06-2023,140000,140000,119119,140000,12,7,30.3,16.4,0,12.6,81.8
18-06-2023,125000,129000,90000,125000,14,9,30.6,18.2,0,12.6,81.8
19-06-2023,125000,129000,90000,125000,14,9,30.7,19,0,12.6,81.8
20-06-2023,125000,129000,90000,125000,19,18,32.7,19.6,0,12.6,81.8
21-06-2023,125000,129000,90000,125000,23,18,33.6,19.8,0,12.6,81.8
22-06-2023,125000,129000,90000,125000,19,18,32.7,19.8,0,12.6,81.8
23-06-2023,125000,129000,90000,125000,23,18,35,19.5,0,12.6,81.8
24-06-2023,125000,129000,90000,125000,30,19,36.1,19.6,0,12.6,81.8
25-06-2023,111900,111900,80000,111900,31,19,37.5,25.6,0,12.6,81.8
26-06-2023,111900,111900,80000,111900,31,19,35.5,25.1,0,12.6,81.8
27-06-2023,111900,111900,80000,111900,24,9,37.5,23.9,0,12.6,81.8
28-06-2023,111900,111900,80000,111900,24,19,34.9,25.5,19,12.6,81.8
29-06-2023,111900,111900,80000,111900,19,16,36.8,24.8,4.2,12.6,81.8
30-06-2023,111900,111900,80000,111900,18,12,36.9,24.8,9.2,12.6,81.8
01-07-2023,111900,111900,80000,111900,15,9,39.8,24,0,12.6,81.8
02-07-2023,119000,119000,80000,119000,14,11,38.2,24.1,0,12.6,81.8
03-07-2023,119000,119000,80000,119000,1,1,38.8,24.1,19.1,13.2,12.2
04-07-2023,119000,119000,80000,119000,1,1,45.8,30.5,0,13.2,12.2
05-07-2023,119000,119000,80000,119000,1,1,40.3,23.7,0,13.2,12.2
06-07-2023,119000,119000,80000,119000,8,4,35.8,25.5,18.4,13.2,12.2
07-07-2023,119000,119000,80000,119000,12,5,34.3,24.7,59.4,13.2,12.2
08-07-2023,119000,119000,80000,119000,11,6,32,25.4,86,13.2,12.2
09-07-2023,98000,125000,83000,98000,12,5,37.7,24.1,0,13.2,12.2
10-07-2023,98000,125000,83000,98000,12,5,38.4,24.1,1.9,13.2,12.2
11-07-2023,98000,125000,83000,98000,11,6,38.1,24.1,19,13.2,12.2
12-07-2023,98000,125000,83000,98000,12,5,37.6,24.9,75.8,13.2,12.2
13-07-2023,98000,125000,83000,98000,12,7,37.2,25.1,15.9,13.2,12.2
14-07-2023,98000,125000,83000,98000,11,8,38,25.1,39.4,13.2,12.2
15-07-2023,98000,125000,83000,98000,13,9,37.7,19.6,63,13.2,12.2
16-07-2023,119000,111900,95000,119000,11,7,36.4,24.2,45.2,13.2,12.2
17-07-2023,119000,111900,95000,119000,12,6,34.9,19.3,119.7,13.2,12.2
18-07-2023,119000,111900,95000,119000,9,5,34.5,25.5,4.8,13.2,12.2
19-07-2023,119000,111900,95000,119000,14,6,33.3,24.9,93.8,13.2,12.2
20-07-2023,119000,111900,95000,119000,11,4,32.7,24.2,46.8,13.2,12.2
21-07-2023,119000,111900,95000,119000,7,4,32.8,25.9,66.7,13.2,12.2
22-07-2023,119000,111900,95000,119000,9,4,33.8,25.9,34.4,13.2,12.2
23-07-2023,123000,135000,95000,123000,9,3,33.9,24.8,5.1,13.2,12.2
24-07-2023,123000,135000,95000,123000,8,3,37.3,25.5,9.7,13.2,12.2
25-07-2023,123000,135000,95000,123000,6,3,37,24.9,4.9,13.2,12.2
26-07-2023,123000,135000,95000,123000,12,8,35.9,19.6,2.8,13.2,12.2
27-07-2023,123000,135000,95000,123000,12,5,35.5,19.6,0,13.2,12.2
28-07-2023,123000,135000,95000,123000,6,3,33.5,19.2,7.2,13.2,12.2
29-07-2023,123000,135000,95000,123000,8,4,31.6,19,60.8,13.2,12.2
30-07-2023,140000,138000,111900,140000,9,4,30.8,19.1,5,13.2,12.2
31-07-2023,140000,138000,111900,140000,12,4,30.9,18.6,0.1,13.2,12.2
01-08-2023,140000,138000,111900,140000,12,5,31.9,18.3,0,13.2,12.2
02-08-2023,140000,138000,111900,140000,12,6,32.4,17.5,0,13.2,12.2
03-08-2023,140000,138000,111900,140000,12,6,32.7,18.3,0,13.2,12.2
04-08-2023,140000,138000,111900,140000,15,12,32,16.9,0.1,13.2,12.2
05-08-2023,140000,138000,111900,140000,12,5,31.6,16.4,0,13.2,12.2
06-08-2023,140000,130000,119000,140000,14,9,31.6,15.6,0,13.2,12.2
07-08-2023,140000,130000,119000,140000,16,12,30.8,17,0,13.2,12.2
08-08-2023,140000,130000,119000,140000,12,8,30.7,18.2,0,13.2,12.2
09-08-2023,140000,130000,119000,140000,16,13,33,17.8,0,13.2,12.2
10-08-2023,140000,130000,119000,140000,14,11,32.7,19.4,0,13.2,12.2
11-08-2023,140000,130000,119000,140000,18,13,33.8,18.4,0,13.2,12.2
12-08-2023,140000,130000,119000,140000,23,16,35,19.6,0,13.2,12.2
13-08-2023,150000,125000,111900,150000,24,17,34,19.1,0,13.2,12.2
14-08-2023,150000,125000,111900,150000,24,13,35.4,19.9,0,13.2,12.2
15-08-2023,150000,125000,111900,150000,30,18,36.9,19.9,0,13.2,12.2
16-08-2023,150000,125000,111900,150000,39,14,39.2,24.2,0,13.2,12.2
17-08-2023,150000,125000,111900,150000,39,19,36.9,24,0,13.2,12.2
18-08-2023,150000,125000,111900,150000,46,19,37.8,24.9,0,13.2,12.2
19-08-2023,150000,125000,111900,150000,35,19,39.7,25.5,0,13.2,12.2
20-08-2023,130000,115000,125000,130000,24,18,39.8,23.7,0,13.2,12.2
21-08-2023,130000,115000,125000,130000,19,14,41.6,24.5,0,13.2,12.2
22-08-2023,130000,115000,125000,130000,15,11,42.1,24.1,12.6,13.2,12.2
23-08-2023,130000,115000,125000,130000,13,9,43.6,24.7,43.2,13.2,12.2
24-08-2023,130000,115000,125000,130000,19,7,33.8,24.1,119.5,17.8,31
25-08-2023,130000,115000,125000,130000,19,8,39.4,24.6,0,17.8,31
26-08-2023,130000,115000,125000,130000,24,8,34.3,25.1,42.8,17.8,31
27-08-2023,145000,140000,111900,145000,19,6,33.6,19.9,23.9,17.8,31
28-08-2023,145000,140000,111900,145000,12,4,36.3,23,16.3,17.8,31
29-08-2023,145000,140000,111900,145000,17,8,37,23.4,3.8,17.8,31
30-08-2023,145000,140000,111900,145000,19,7,34.9,24.1,91.4,17.8,31
31-08-2023,145000,140000,111900,145000,19,8,33.9,24.4,3.7,17.8,31
01-09-2023,145000,140000,111900,145000,19,9,32.6,24,19.6,17.8,31
02-09-2023,145000,140000,111900,145000,19,8,37.8,25.6,0.6,17.8,31
03-09-2023,119330,134670,122930,119330,15,7,37.6,23.1,0,17.8,31
04-09-2023,119330,134670,122930,119330,16,7,37.6,25.1,19.8,17.8,31
05-09-2023,119330,134670,122930,119330,19,8,33.1,24.6,29.6,17.8,31
06-09-2023,119330,134670,122930,119330,11,5,35.3,24.8,0.1,17.8,31
07-09-2023,119330,134670,122930,119330,16,6,32.1,19.4,24.2,17.8,31
08-09-2023,119330,134670,122930,119330,18,6,30.8,24.1,99.3,17.8,31
09-09-2023,119330,134670,122930,119330,19,6,32,19.4,13.3,17.8,31
10-09-2023,115000,125000,125000,115000,17,7,32.9,19.9,119.7,17.8,31
11-09-2023,115000,125000,125000,115000,15,6,33.1,19.6,33.8,17.8,31
12-09-2023,115000,125000,125000,115000,24,6,33.9,19.7,0,17.8,31
13-09-2023,115000,125000,125000,115000,19,4,35.3,18.9,0,17.8,31
14-09-2023,115000,125000,125000,115000,18,4,34.5,19.5,0,17.8,31
15-09-2023,115000,125000,125000,115000,17,5,34.5,17.1,0,17.8,31
16-09-2023,115000,125000,125000,115000,17,5,33.7,19.4,0,17.8,31
17-09-2023,135000,148000,90000,135000,14,6,32.7,15.4,0,17.8,31
18-09-2023,135000,148000,90000,135000,11,5,32.9,16,0,17.8,31
19-09-2023,135000,148000,90000,135000,12,6,32.5,17.9,0,17.8,31
20-09-2023,135000,148000,90000,135000,7,6,30.4,17.9,9,17.8,31
21-09-2023,135000,148000,90000,135000,8,7,32,13.1,0,17.8,31
22-09-2023,135000,148000,90000,135000,7,6,31.9,14,0,17.8,31
23-09-2023,135000,148000,90000,135000,4,6,31.3,15.9,0,17.8,31
24-09-2023,140000,125000,90000,140000,6,8,31.6,16.4,0,17.8,31
25-09-2023,140000,125000,90000,140000,3,9,31.9,14.1,0,17.8,31
26-09-2023,140000,125000,90000,140000,3,12,32.2,17.2,0,17.8,31
27-09-2023,140000,125000,90000,140000,3,12,32.9,16.2,0,17.8,31
28-09-2023,140000,125000,90000,140000,4,13,34.4,16,0,17.8,31
29-09-2023,140000,125000,90000,140000,4,17,34.4,15.6,0,17.8,31
30-09-2023,140000,125000,90000,140000,5,19,36.1,19.6,0,17.8,31
01-10-2023,130000,150000,119000,130000,4,19,35.8,18.7,0,17.8,31
02-10-2023,130000,150000,119000,130000,8,24,35.6,19.8,0,17.8,31
03-10-2023,130000,150000,119000,130000,12,18,37,19.4,0,17.8,31
04-10-2023,130000,150000,119000,130000,17,17,36.9,19.6,8.3,17.8,31
05-10-2023,130000,150000,119000,130000,9,19,37.3,19.3,0,17.8,31
06-10-2023,130000,150000,119000,130000,13,13,37.8,25,0,17.8,31
07-10-2023,130000,150000,119000,130000,9,19,39.1,25.1,0,17.8,31
08-10-2023,130000,148000,125000,130000,13,15,38.2,25.9,32.3,17.8,31
09-10-2023,130000,148000,125000,130000,14,19,36.5,24.9,31.7,17.8,31
10-10-2023,130000,148000,125000,130000,19,19,35.9,25.3,39.9,17.8,31
11-10-2023,130000,148000,125000,130000,13,9,37.4,23,12.2,12,70.2
12-10-2023,130000,148000,125000,130000,13,9,34.7,24.3,43.9,12,70.2
13-10-2023,130000,148000,125000,130000,13,6,33.2,19.8,57,12,70.2
14-10-2023,130000,148000,125000,130000,13,6,37.8,25.5,39,12,70.2
15-10-2023,115000,140000,125000,115000,14,6,36.4,25.4,9.6,12,70.2
16-10-2023,115000,140000,125000,115000,19,6,35.1,24.7,35.3,12,70.2
17-10-2023,115000,140000,125000,115000,12,6,33.2,24,6.6,12,70.2
18-10-2023,115000,140000,125000,115000,24,12,32.7,24.4,19.5,12,70.2
19-10-2023,115000,140000,125000,115000,18,9,34.1,24.1,19.3,12,70.2
20-10-2023,115000,140000,125000,115000,18,8,35.2,24.5,42.9,12,70.2
21-10-2023,115000,140000,125000,115000,19,11,35.1,24.9,19.8,12,70.2
22-10-2023,119119,135000,111900,119119,17,12,34.6,24.9,0,12,70.2
23-10-2023,119119,135000,111900,119119,19,11,35.2,24.9,54.1,12,70.2
24-10-2023,119119,135000,111900,119119,18,12,32.9,19.6,29.1,12,70.2
25-10-2023,119119,135000,111900,119119,15,9,34.3,19.4,50.4,12,70.2
26-10-2023,119119,135000,111900,119119,15,12,34.9,19.5,23.1,12,70.2
27-10-2023,119119,135000,111900,119119,18,13,34.8,19.4,0.9,12,70.2
28-10-2023,119119,135000,111900,119119,17,13,33.9,18.4,0,12,70.2
29-10-2023,111900,111900,119000,111900,18,14,33.3,19.6,0,12,70.2
30-10-2023,111900,111900,119000,111900,19,12,34,19,2.5,12,70.2
31-10-2023,111900,111900,119000,111900,14,12,34.4,19,0,12,70.2
01-11-2023,111900,111900,119000,111900,18,11,32.4,17.5,0,12,70.2
02-11-2023,111900,111900,119000,111900,19,9,32.1,16.4,0,12,70.2
03-11-2023,111900,111900,119000,111900,15,12,33.6,16.9,0,12,70.2
04-11-2023,111900,111900,119000,111900,29,14,31.4,14.4,0,12,70.2
05-11-2023,150000,140000,130000,150000,24,15,31.3,14.5,0,12,70.2
06-11-2023,150000,140000,130000,150000,12,9,31.3,14.9,0,12,70.2
07-11-2023,150000,140000,130000,150000,7,9,31.8,16.6,0,12,70.2
08-11-2023,150000,140000,130000,150000,4,6,31.5,15.1,0,12,70.2
09-11-2023,150000,140000,130000,150000,6,18,32.1,15.7,0,12,70.2
10-11-2023,150000,140000,130000,150000,7,12,33.9,17.3,0,12,70.2
11-11-2023,150000,140000,130000,150000,6,12,34,19.4,0,12,70.2
12-11-2023,155000,145000,155000,155000,7,12,32.9,19,0,12,70.2
13-11-2023,155000,145000,155000,155000,11,14,33.8,17.5,0,12,70.2
14-11-2023,155000,145000,155000,155000,8,11,37.3,17.7,0,12,70.2
15-11-2023,155000,145000,155000,155000,7,18,36.6,18.5,0,12,70.2
16-11-2023,155000,145000,155000,155000,8,14,36.1,19.5,0,12,70.2
17-11-2023,155000,145000,155000,155000,6,13,37.9,19.2,0,12,70.2
18-11-2023,155000,145000,155000,155000,4,11,37.7,23.1,0,12,70.2
19-11-2023,170000,165000,165000,170000,6,14,36.8,24.8,12.2,12,70.2
20-11-2023,170000,165000,165000,170000,7,13,37.8,25.6,0,12,70.2
21-11-2023,170000,165000,165000,170000,7,11,39.9,24.2,0,12,70.2
22-11-2023,170000,165000,165000,170000,7,9,39.9,24.4,0,12,70.2
23-11-2023,170000,165000,165000,170000,5,6,39.8,24.4,4.2,12,70.2
24-11-2023,170000,165000,165000,170000,4,6,39.6,24.6,2.9,12,70.2
25-11-2023,170000,165000,165000,170000,12,5,37.2,24.4,31.6,16.4,52.6
26-11-2023,195000,170000,16500,195000,12,5,39.4,24.7,24.1,16.4,52.6
27-11-2023,195000,170000,16500,195000,14,5,39.4,24.1,54,16.4,52.6
28-11-2023,195000,170000,16500,195000,14,4,35.9,23.8,24,16.4,52.6
29-11-2023,195000,170000,16500,195000,18,6,34.8,25.7,56.9,16.4,52.6
30-11-2023,195000,170000,16500,195000,16,7,31.8,24.7,48.3,16.4,52.6
01-12-2023,195000,170000,16500,195000,8,3,33.5,25.8,19.1,16.4,52.6
02-12-2023,195000,170000,16500,195000,17,7,36.9,23.3,0,16.4,52.6
03-12-2023,190000,170000,165000,190000,11,5,37.2,23,12,16.4,52.6
04-12-2023,190000,170000,165000,190000,18,7,34,24.9,60.5,16.4,52.6
05-12-2023,190000,170000,165000,190000,11,4,31.5,24.2,75.1,16.4,52.6
06-12-2023,190000,170000,165000,190000,14,7,32.4,25,47,16.4,52.6
07-12-2023,190000,170000,165000,190000,19,6,34,25.7,15.5,16.4,52.6
08-12-2023,190000,170000,165000,190000,19,5,34.9,23,0,16.4,52.6
09-12-2023,190000,170000,165000,190000,19,6,36.1,23.5,14.6,16.4,52.6
10-12-2023,180000,170000,165000,180000,19,6,32.6,24.4,43.2,16.4,52.6
11-12-2023,180000,170000,165000,180000,19,7,35.6,24.9,3,16.4,52.6
12-12-2023,180000,170000,165000,180000,19,7,35.6,25,0,16.4,52.6
13-12-2023,180000,170000,165000,180000,19,5,34.9,19.1,0,16.4,52.6
14-12-2023,180000,170000,165000,180000,18,9,32.4,24.4,23.6,16.4,52.6
15-12-2023,180000,170000,165000,180000,24,12,34.2,19.3,0,16.4,52.6
16-12-2023,180000,170000,165000,180000,19,6,34,19.6,0.3,16.4,52.6
17-12-2023,190000,185000,180000,190000,18,8,34.4,19.3,0,16.4,52.6
18-12-2023,190000,185000,180000,190000,24,7,33.8,19.4,2,16.4,52.6
19-12-2023,190000,185000,180000,190000,19,8,32.7,19.9,0,16.4,52.6
20-12-2023,190000,185000,180000,190000,15,7,32.1,18.8,0,16.4,52.6
21-12-2023,190000,185000,180000,190000,17,12,31,19.7,1.8,16.4,52.6
22-12-2023,190000,185000,180000,190000,14,8,31,19.1,0,16.4,52.6
23-12-2023,190000,185000,180000,190000,9,9,23.9,17.4,67.3,16.4,52.6
24-12-2023,230000,191190,191190,230000,11,5,30.1,17.8,0,16.4,52.6
25-12-2023,230000,191190,191190,230000,12,7,29.1,14.3,0,16.4,52.6
26-12-2023,230000,191190,191190,230000,6,8,30.1,15.9,0,16.4,52.6
27-12-2023,230000,191190,191190,230000,2,12,30.5,17,0,16.4,52.6
28-12-2023,230000,191190,191190,230000,6,12,30.3,18.4,3.9,16.4,52.6
29-12-2023,230000,191190,191190,230000,7,7,29.2,15.3,2.1,16.4,52.6
30-12-2023,230000,191190,191190,230000,8,12,31.7,19.9,0,16.4,52.6
31-12-2023,230000,191190,191190,230000,12,9,32.5,19.6,0,16.4,52.6
01-01-2024,230000,191190,240000,230000,9,12,35.7,19.7,0,16.4,52.6
02-01-2024,230000,191190,191190,230000,8,13,35.3,19.3,0,16.4,52.6
03-01-2024,230000,191190,240000,230000,12,14,36.5,24.7,0,16.4,52.6
04-01-2024,230000,191190,191190,230000,9,17,36.7,19.6,0,16.4,52.6
05-01-2024,230000,191190,191190,230000,9,17,36.7,25.5,0,16.4,52.6
06-01-2024,230000,191190,230000,230000,12,16,38,25.5,0,16.4,52.6
07-01-2024,230000,191190,191190,230000,9,18,38.4,25.6,0,16.4,52.6
08-01-2024,230000,191190,230000,230000,9,13,40.1,23.5,0,16.4,52.6
09-01-2024,230000,191190,191190,230000,9,14,39.3,23.8,0,16.4,52.6
10-01-2024,230000,191190,191190,230000,8,9,39.2,24.4,0.4,16.4,52.6
11-01-2024,230000,191190,230000,230000,6,9,41.4,30.3,0,16.4,52.6
12-01-2024,230000,191190,191190,230000,9,9,41.3,30.4,0,16.4,52.6
13-01-2024,230000,191190,191190,230000,9,5,41,30,4,15.4,91.2
14-01-2024,230000,191190,240000,230000,12,5,42,30.9,31.7,15.4,91.2
15-01-2024,230000,191190,230000,230000,15,8,37.5,29.2,19.4,15.4,91.2
16-01-2024,230000,191190,240000,230000,12,12,37.1,24.9,1,15.4,91.2
17-01-2024,230000,191190,191190,230000,13,12,35.5,24.4,11.8,15.4,91.2
18-01-2024,230000,191190,240000,230000,14,12,38.9,24.3,35.3,15.4,91.2
19-01-2024,230000,191190,240000,230000,16,9,35.8,24.6,24.3,15.4,91.2
20-01-2024,230000,191190,240000,230000,16,12,32.6,25.7,24.4,15.4,91.2
21-01-2024,237000,191190,191190,237000,13,9,34.1,23.1,19.4,15.4,91.2
22-01-2024,237000,191190,191190,237000,11,5,34.1,23.8,11.8,15.4,91.2
23-01-2024,237000,191190,191190,237000,11,6,36.6,25.9,41.8,15.4,91.2
24-01-2024,237000,191190,191190,237000,9,5,35.4,25.2,57.1,15.4,91.2
25-01-2024,237000,191190,191190,237000,9,6,35.6,23.6,19.7,15.4,91.2
26-01-2024,237000,191190,191190,237000,11,4,33.8,25.6,6,15.4,91.2
27-01-2024,237000,191190,191190,237000,13,3,37,23.3,73.6,15.4,91.2
28-01-2024,230000,191190,191190,230000,12,3,32.3,24.9,81.8,15.4,91.2
29-01-2024,230000,191190,191190,230000,5,3,32.4,24.9,76.6,15.4,91.2
30-01-2024,230000,191190,191190,230000,5,3,33.7,25.1,5.6,15.4,91.2
31-01-2024,230000,191190,191190,230000,11,4,32.9,25.2,61,15.4,91.2
01-02-2024,230000,191190,191190,230000,9,4,31.5,24.7,74.4,15.4,91.2
02-02-2024,230000,191190,191190,230000,7,4,31.1,24.4,40.6,15.4,91.2
03-02-2024,230000,191190,191190,230000,8,5,31.5,24.8,41,15.4,91.2
04-02-2024,230000,191190,240000,230000,7,3,33.1,19.4,0,15.4,91.2
05-02-2024,230000,191190,240000,230000,9,3,32.2,19.3,0,15.4,91.2
06-02-2024,230000,191190,240000,230000,8,3,31.7,19,0,15.4,91.2
07-02-2024,230000,191190,240000,230000,8,4,31,19.7,0,15.4,91.2
08-02-2024,230000,191190,240000,230000,8,6,30.4,19.9,1.6,15.4,91.2
09-02-2024,230000,191190,240000,230000,7,8,31.1,18.1,0,15.4,91.2
10-02-2024,230000,191190,240000,230000,6,8,31.3,18,0,15.4,91.2
11-02-2024,191190,195000,240000,191190,4,12,30.7,18.1,0,15.4,91.2
12-02-2024,191190,195000,191190,191190,5,9,29.7,19,7.6,15.4,91.2
13-02-2024,191190,195000,240000,191190,6,11,30.4,18.4,0,15.4,91.2
14-02-2024,191190,195000,191190,191190,7,7,31.1,18,0,15.4,91.2
15-02-2024,191190,195000,191190,191190,12,12,32.4,19.1,0,15.4,91.2
16-02-2024,191190,195000,230000,191190,11,13,32.5,19.5,0,15.4,91.2
17-02-2024,191190,195000,191190,191190,6,12,31.2,19.8,0,15.4,91.2
18-02-2024,235000,191190,230000,235000,6,17,33.4,19.2,4.8,15.4,91.2
19-02-2024,235000,191190,191190,235000,11,17,32.9,19.3,0,15.4,91.2
20-02-2024,235000,191190,191190,235000,9,19,33.8,19.6,0,15.4,91.2
21-02-2024,235000,191190,230000,235000,9,19,33.9,19.3,0.8,15.4,91.2
22-02-2024,235000,191190,191190,235000,8,25,35.4,19.9,0,15.4,91.2
23-02-2024,235000,191190,191190,235000,16,16,36.5,25.2,0,15.4,91.2
24-02-2024,235000,191190,240000,235000,19,9,37.1,23.4,0,15.4,91.2
25-02-2024,191190,191190,230000,191190,19,5,37.1,25.4,0,15.4,91.2
26-02-2024,191190,191190,240000,191190,19,5,36.5,23.1,0,15.4,91.2
27-02-2024,191190,191190,191190,191190,19,12,37.5,23.7,0,15.4,91.2
28-02-2024,191190,191190,240000,191190,19,11,37.6,23.2,2,15.4,91.2
29-02-2024,191190,191190,240000,191190,19,8,39,23.9,0,15.4,91.2
01-03-2024,191190,191190,240000,191190,19,8,42.5,30.7,0,15.4,91.2
02-03-2024,191190,191190,191190,191190,8,8,35.3,24.1,47.2,15.6,82.2
03-03-2024,195000,191190,191190,195000,4,4,36.2,23.7,46.8,15.6,82.2
04-03-2024,195000,191190,191190,195000,17,8,35.6,24.1,37.2,15.6,82.2
05-03-2024,195000,191190,191190,195000,19,11,33.9,23.5,19.4,15.6,82.2
06-03-2024,195000,191190,191190,195000,24,6,34.4,25.2,194.4,15.6,82.2
07-03-2024,195000,191190,191190,195000,14,5,33.5,24.4,35.8,15.6,82.2
08-03-2024,195000,191190,191190,195000,19,7,34.1,19.6,44.6,15.6,82.2
09-03-2024,195000,191190,191190,195000,16,8,33.9,24,33.4,15.6,82.2
10-03-2024,198000,191190,191190,198000,19,8,33,24.3,24.4,15.6,82.2
11-03-2024,198000,191190,191190,198000,19,8,29.6,19.8,71.8,15.6,82.2
12-03-2024,198000,191190,240000,198000,19,9,30.9,19.4,30.5,15.6,82.2
13-03-2024,198000,191190,191190,198000,19,9,35.1,24.6,1.3,15.6,82.2
14-03-2024,198000,191190,240000,198000,19,9,35.2,23.1,3.3,15.6,82.2
15-03-2024,198000,191190,191190,198000,19,7,33.7,24.9,82.8,15.6,82.2
16-03-2024,198000,191190,191190,198000,19,9,32.9,25,6.4,15.6,82.2
17-03-2024,191190,191190,230000,191190,19,8,32.9,19.5,80.3,15.6,82.2
18-03-2024,191190,191190,191190,191190,18,6,29.8,19.7,56.3,15.6,82.2
19-03-2024,191190,191190,230000,191190,19,9,29,19.5,75.9,15.6,82.2
20-03-2024,191190,191190,191190,191190,19,5,30.5,19.3,31.8,15.6,82.2
21-03-2024,191190,191190,191190,191190,15,7,31.8,19.4,0,15.6,82.2
22-03-2024,191190,191190,230000,191190,31,5,33,19.7,54.4,15.6,82.2
23-03-2024,191190,191190,191190,191190,19,7,31.2,19.7,0,15.6,82.2
24-03-2024,191190,191190,191190,191190,19,5,31.3,15.5,7.2,15.6,82.2
25-03-2024,191190,191190,240000,191190,19,6,31.3,15.4,0,15.6,82.2
26-03-2024,191190,191190,230000,191190,16,5,30.7,15.7,83.4,15.6,82.2
27-03-2024,191190,191190,240000,191190,19,6,29.9,15.7,0,15.6,82.2
28-03-2024,191190,191190,191190,191190,17,7,30.7,14.9,0,15.6,82.2
29-03-2024,191190,191190,240000,191190,16,7,30.3,13.4,0,15.6,82.2
30-03-2024,191190,191190,240000,191190,19,9,31.3,16.4,0,15.6,82.2
31-03-2024,191190,191190,240000,191190,12,9,30.1,15.2,0,15.6,82.2
01-04-2024,191190,191190,191190,191190,18,7,30.8,14.4,0,15.6,82.2
02-04-2024,191190,191190,191190,191190,16,8,30.7,11.9,0,15.6,82.2
03-04-2024,191190,191190,191190,191190,15,12,30.6,11,0,15.6,82.2
04-04-2024,191190,191190,191190,191190,11,12,30.3,13.6,0,15.6,82.2
05-04-2024,191190,191190,191190,191190,11,12,31,13.5,0,15.6,82.2
06-04-2024,191190,191190,191190,191190,12,11,31.3,19.7,0,15.6,82.2
07-04-2024,191190,191190,191190,191190,12,12,33.7,19.6,8,15.6,82.2
08-04-2024,191190,191190,191190,191190,6,15,36.5,19.8,0,15.6,82.2
09-04-2024,191190,191190,191190,191190,7,19,37.2,19.1,0,15.6,82.2
10-04-2024,191190,191190,191190,191190,8,15,37.2,19.3,0,15.6,82.2
11-04-2024,191190,191190,191190,191190,7,19,37.4,19.3,0,15.6,82.2
12-04-2024,191190,191190,191190,191190,12,19,40,19.2,0,15.6,82.2
13-04-2024,191190,191190,191190,191190,19,18,41.3,24.2,0,15.6,82.2
14-04-2024,191190,197000,198000,191190,30,24,36.6,25.5,40.3,15.6,82.2
15-04-2024,191190,197000,240000,191190,31,19,36.1,16.7,1,15.6,82.2
16-04-2024,191190,197000,191190,191190,18,16,36.3,15.7,0,15.6,82.2
17-04-2024,191190,197000,240000,191190,12,18,36.5,17.6,46.2,15.6,82.2
18-04-2024,191190,197000,191190,191190,4,8,39.2,19.2,8,15.6,82.2
19-04-2024,191190,197000,191190,191190,3,12,36.5,19,0,19.8,33
20-04-2024,191190,197000,230000,191190,12,3,33.8,16.9,34.1,19.8,33
21-04-2024,191190,191190,191190,191190,13,6,35.5,19.7,5.6,19.8,33
22-04-2024,191190,191190,230000,191190,16,4,33.4,19.2,88.6,19.8,33
23-04-2024,191190,191190,191190,191190,15,5,34,19.9,11.3,19.8,33
24-04-2024,191190,191190,191190,191190,16,6,30.2,19.7,32.1,19.8,33
25-04-2024,191190,191190,230000,191190,18,8,29,18.5,91,19.8,33
26-04-2024,191190,191190,191190,191190,19,8,32.6,19.4,30.5,19.8,33
27-04-2024,191190,191190,191190,191190,19,9,33.1,24.9,2.2,19.8,33
28-04-2024,191190,191190,240000,191190,29,9,32.9,25.2,19.6,19.8,33
29-04-2024,191190,191190,230000,191190,23,11,32,25.3,42.4,19.8,33
30-04-2024,191190,191190,240000,191190,29,6,31.3,24,99.2,19.8,33
01-05-2024,191190,191190,191190,191190,32,6,30.6,24.3,97.4,19.8,33
02-05-2024,191190,191190,240000,191190,30,8,29.7,19.9,65.8,19.8,33
03-05-2024,191190,191190,240000,191190,19,12,31.9,25.4,3,19.8,33
04-05-2024,191190,191190,240000,191190,19,12,31.3,24.7,25.5,19.8,33
05-05-2024,170000,191190,191190,170000,19,6,29.8,24,40.2,19.8,33
